imo_number,mmsi,name,ship_type,length,width,max_draught,type_name,type_remark
9784312,563053300,MAERSK HAMBURG,71,115,238,13.6,Cargo,Hazardous category A
9371804,219624000,MONA SWAN           ,89,108,22,5.6,Tanker,No additional information
5802660,211512300,NELLY ABICHT,69,6,14,1.3,Passenger,No additional information
9910349,636020231,ROSTRUM ASIA        ,70,158,22,10.9,Cargo,All ships of this type
999999999,316035162,JADE HOCHSCHULE     ,11,12,12,3.4,Pilot Vessel,NaN
9332781,621819017,AQUA TITAN          ,81,204,40,15.0,Tanker,All ships of this type
8562690,232009504,SEACAT LIBERTY      ,48,8,15,2.4,High speed craft (HSC),Reserved for future use
8564387,205323000,O152 ARAN    ,30,7,10,3.0,Fishing,NaN
9811995,305806000,BBC MANILA          ,70,132,15,7.5,Cargo,All ships of this type
9581526,205595000,ZEETIJGER           ,52,15,15,3.3,Tug,NaN
9624811,246838000,LADY ANNA           ,79,75,13,3.3,Cargo,No additional information
9346407,249810000,CGAS  MARGRETHE     ,81,79,21,5.8,Tanker,Hazardous category A
9469388,244513000,STENA TRANSIT,61,16,196,5.7,Passenger,Hazardous category A
9593505,249110000,PIONEERING SPIRIT,90,140,242,11.5,Other Type,All ships of this type
8355475,235097363,SPECTRUM 2          ,40,9,10,1.2,High speed craft (HSC),All ships of this type
9863338,440223000,HMM HAMBURG         ,70,131,269,13.8,Cargo,All ships of this type
9335202,215640000,GSL CHATEAU D'IF,79,221,73,11.1,Cargo,No additional information
9462093,253736000,VISSEL              ,80,49,13,4.0,Tanker,All ships of this type
8402618,227017200,CHAMBON BORA        ,52,9,21,3.9,Tug,NaN
9736183,304342000,MICK                ,71,134,13,7.3,Cargo,Hazardous category A
9137208,235008290,VICTRESS            ,70,74,8,3.3,Cargo,All ships of this type
9260689,205159000,MELLINA             ,33,12,83,4.0,Dredging or underwater ops,NaN
9268239,248891000,KEY MARMARA         ,80,89,17,5.0,Tanker,All ships of this type
9885594,636019669,HALCYON             ,80,279,51,11.1,Tanker,All ships of this type
7525918,211221190,WAPPEN VON CUXHAVEN ,60,10,33,1.1,Passenger,All ships of this type
9822774,219024900,MHO FLASH           ,40,12,15,3.2,High speed craft (HSC),All ships of this type
8431530,245562000,UK179 ONDERNEMING,30,17,7,3.2,Fishing,NaN
8757740,353979000,THIALF,90,28,125,16.5,Other Type,All ships of this type
865030600,257574600,SPJERINGEN          ,30,11,16,5.5,Fishing,NaN
9889980,209178000,SEAWAY ALFA LIFT,79,10,208,8.8,Cargo,No additional information
6605694,211516970,ANITA               ,89,28,8,0.0,Tanker,No additional information
9225574,304146000,KARIN LEHMANN       ,70,77,11,5.9,Cargo,All ships of this type
8008371,245617000,OD3 ADRIANNE        ,30,14,10,2.1,Fishing,NaN
9377717,309116000,SHIMANAMI STAR      ,70,144,26,5.5,Cargo,All ships of this type
9445681,353211000,XIN HAI TONG 29     ,70,161,29,6.3,Cargo,All ships of this type
9736377,255805908,AUTO ENERGY         ,70,31,150,8.0,Cargo,All ships of this type
9235323,235526000,GRAMPIAN DEFENDER   ,90,19,27,6.2,Other Type,All ships of this type
9415636,305781000,SUN BIRD            ,70,78,12,3.7,Cargo,All ships of this type
9375848,304087000,ANTWERP,79,72,16,5.2,Cargo,No additional information
5341564,257786980,STORD 1,69,22,25,3.5,Passenger,No additional information
9363780,538005294,TWINKLE STAR        ,80,147,33,7.5,Tanker,All ships of this type
9294692,255806320,BIRTHE ESSBERGER    ,82,82,17,7.2,Tanker,Hazardous category B
9017410,209974000,RIX BAY             ,79,75,15,5.7,Cargo,No additional information
5100427,244532000,ELBE                ,52,7,52,4.6,Tug,NaN
9258442,258390000,VIKING ENERGY       ,90,25,70,6.4,Other Type,All ships of this type
4803020,211876920,RHEINMAGIE,60,25,65,0.0,Passenger,All ships of this type
9313668,255806447,WESERTAL            ,70,72,16,5.1,Cargo,All ships of this type
7349807,249119000,LORELAY,0,102,125,8.3,Not available (default),NaN
8410017,205155000,MFV Z67 RUBENS      ,30,17,17,4.5,Fishing,NaN
9995088,259034600,BEVER               ,52,10,14,4.9,Tug,NaN
2325435,244620975,COTRANS 11          ,79,60,10,3.0,Cargo,No additional information
397660000,234990000,OLDENBURG ,69,12,26,1.8,Passenger,No additional information
9373553,257203000,RIGER               ,70,78,12,6.3,Cargo,All ships of this type
781833900,211706350,ZYKLON              ,52,8,15,4.3,Tug,NaN
118002,451204780,SPERRY TEST,70,0,0,0.0,Cargo,All ships of this type
9891646,257789000,RONJA VEST          ,70,25,62,7.0,Cargo,All ships of this type
9671589,310675000,FLOATEL ENDURANCE,0,59,45,15.0,Not available (default),NaN
9286695,235014278,SVITZER BIDSTON ,52,14,14,6.0,Tug,NaN
9322164,236401000,SARNIA CHERIE,89,67,13,4.6,Tanker,No additional information
9521411,219032954,MAYA THERESA,81,74,26,5.2,Tanker,Hazardous category A
9117416,636016303,LITA,70,119,29,9.3,Cargo,All ships of this type
9417593,228238900,FV LA FREGATE 3,30,8,14,3.6,Fishing,NaN
8410316,375103000,VESTBRIS,79,66,11,3.1,Cargo,No additional information
9910272,257979000,RONJA AZUL          ,70,23,54,6.0,Cargo,All ships of this type
9388522,212931000,ELBFEEDER,79,120,14,6.0,Cargo,No additional information
9558490,636015335,TURAN C             ,70,126,21,6.2,Cargo,All ships of this type
9558983,370582000,GMS ENDEAVOUR 6102,90,41,41,6.0,Other Type,All ships of this type
9558957,256802000,CHEMICAL MASTER     ,89,117,17,5.4,Tanker,Hazardous category B
9527659,250002033,ARKLOW FALCON       ,70,79,11,3.9,Cargo,All ships of this type
8571524,244100829,TX21 PIETER VAN ARIS,30,15,5,2.5,Fishing,NaN
9930002,247439300,LORD LUPO,81,70,20,5.5,Tanker,All ships of this type
8012267,224655000,ENCOFRADOR,70,82,25,6.9,Cargo,All ships of this type
8587420,245775000,ST25 ELLY MARIJE    ,30,13,7,0.0,Fishing,NaN
9530096,219034268,WIND DISCOVERY,99,29,110,5.3,Other Type,No additional information
9928425,232053026,C HORIZON,53,13,13,3.3,Port Tender,NaN
9928982,232039261,AMS RETRIEVER,54,10,13,2.3,Anti-pollution equipment,NaN
8571213,245553000,UK155 FRIENDSHIP    ,30,11,9,3.6,Fishing,NaN
9181376,355137000,SILVER RAY          ,74,50,129,9.3,Cargo,Hazardous category D
9182801,218066000,MAARTJE THEADORA    ,30,99,41,8.8,Fishing,NaN
9930222,563195800,BALTIC NARVAL       ,80,135,33,7.6,Tanker,All ships of this type
9615913,255806375,SIDER KING          ,70,130,27,5.6,Cargo,All ships of this type
9617296,314583000,WILSON LIVERPOOL    ,70,77,13,5.4,Cargo,All ships of this type
1315328,245422000,!QMMQN    !0        ,55,8,13,2.6,Law Enforcement,NaN
9619907,219018271,MAERSKMCKINNEYMOLLER,71,146,253,16.5,Cargo,Hazardous category A
9929522,228426900,F/V PAX DEI II,30,8,16,5.0,Fishing,NaN
9930363,205061000,PROGRESS            ,54,13,6,2.1,Anti-pollution equipment,NaN
9929431,636022604,MSC MICHELCAPPELLINI,74,115,284,14.8,Cargo,Hazardous category D
9930014,247439900,LADY GUIA,82,70,20,5.9,Tanker,Hazardous category A
9929170,259005950,FOX ENERGY,90,4,20,4.0,Other Type,All ships of this type
9928750,232032105,ENERGY ARTEMIS      ,80,145,38,7.3,Tanker,All ships of this type
9530864,235076743,GV STAR AH BUCHAN FR,30,11,4,0.0,Fishing,NaN
9806213,257953800,NOTHAV              ,70,26,8,4.0,Cargo,All ships of this type
7636951,211188220,JANTJE VON DANGAST,69,7,25,1.7,Passenger,No additional information
9182021,352002621,LUCKY BLESSING      ,74,139,44,9.1,Cargo,Hazardous category D
7128485,258241000,FAKTOR              ,70,45,21,2.6,Cargo,All ships of this type
8590453,228259000,F/V ODETTE MARCEL   ,30,8,8,1.7,Fishing,NaN
9897688,258000810,HIDLE               ,60,38,36,0.0,Passenger,All ships of this type
9617325,210075000,SANTA HELENA 1      ,70,76,14,5.7,Cargo,All ships of this type
9387310,305279000,ROVA STONES         ,70,78,11,5.7,Cargo,All ships of this type
9410143,636023129,LAGERTHA            ,89,81,82,6.8,Tanker,No additional information
8925256,244212000,YE-83 SCHELPDIER    ,30,29,7,1.2,Fishing,NaN
8569052,275512000,MO4                 ,40,9,14,1.7,High speed craft (HSC),All ships of this type
8593065,228224800,F/V MA JO LI        ,30,7,7,0.0,Fishing,NaN
8306668,246983000,ANNAMARIE           ,52,9,18,4.5,Tug,NaN
9376218,377585000,FAKO NAMME MENYOLI 2,52,12,16,6.0,Tug,NaN
9529920,209643000,REM SUPPLIER        ,90,16,72,5.0,Other Type,All ships of this type
9529932,209645000,REM TRADER          ,90,19,69,4.9,Other Type,All ships of this type
9932232,319279400,AKULA               ,99,29,31,3.0,Other Type,No additional information
9623984,305794000,ZETAGAS             ,89,86,27,6.3,Tanker,No additional information
8995055,211247340,HH 204              ,99,52,7,1.4,Other Type,No additional information
8431982,245456000,ST27 VANQUISH       ,30,18,3,1.8,Fishing,NaN
9925617,232039518,WINDCAT 51          ,40,0,0,2.2,High speed craft (HSC),All ships of this type
9409663,257188000,ISLAND COMMANDER    ,70,14,79,6.1,Cargo,All ships of this type
7393638,257275400,TOMMA               ,60,27,25,0.0,Passenger,All ships of this type
9817250,255915686,FAIRPLAY-29         ,52,15,17,5.2,Tug,NaN
8871766,205162000,MFV DEBORAH,30,0,0,5.0,Fishing,NaN
8566311,227127700,F/V TCHOT POEGNANT,30,0,0,0.0,Fishing,NaN
8871778,205059000,Z47 DE MARIE LOUISE ,30,30,8,5.0,Fishing,NaN
8604034,259765000,NORTH ATLANTIC,30,18,49,8.0,Fishing,NaN
9935973,259026900,LIAFJORD            ,30,39,33,7.5,Fishing,NaN
9558971,256251000,CHEMICAL MARINER    ,80,120,14,7.7,Tanker,All ships of this type
9936642,636023087,MSC CHINA           ,74,130,269,11.4,Cargo,Hazardous category D
8873805,244034000,OCEAAN,52,11,7,2.5,Tug,NaN
9290414,538010806,OOCL ST.LAWRENCE    ,71,224,70,9.9,Cargo,Hazardous category A
9936654,258124000,VIGDIS H            ,70,64,16,4.0,Cargo,All ships of this type
8601989,211214970,MUENSTERLAND        ,65,22,72,2.4,Passenger,Reserved for future use
9938858,205632000,Z-24 ELIA,30,12,7,2.3,Fishing,NaN
9939785,255890000,LISELOTTE ESSBERGER ,82,93,27,6.4,Tanker,Hazardous category B
8874500,211555700,SIMONE,33,19,55,0.0,Dredging or underwater ops,NaN
9537642,209168000,AGATH               ,80,99,22,6.7,Tanker,All ships of this type
9938690,255915601,ECO TREASURE        ,70,7,125,4.6,Cargo,All ships of this type
9537563,357568000,HORIZON II          ,70,214,41,11.0,Cargo,All ships of this type
9938767,247427900,ALICE COSULICH      ,80,89,24,6.6,Tanker,All ships of this type
9936343,257186000,HAGLAND PROGRESS    ,70,77,10,6.5,Cargo,All ships of this type
9537927,636022898,MARETA              ,80,208,41,14.5,Tanker,All ships of this type
9937074,352003540,PERTAMINA GAS DAHLIA,80,187,43,8.6,Tanker,All ships of this type
8607725,268249201,ELLI F              ,70,75,17,4.3,Cargo,All ships of this type
9559614,246367000,EEMS SOLAR          ,70,83,16,4.5,Cargo,All ships of this type
9936769,352001703,PROGRESS TRADER     ,70,198,31,8.8,Cargo,All ships of this type
9939797,255891000,JOHN T. ESSBERGER   ,82,93,27,6.4,Tanker,No additional information
9937282,229653000,SHIPKA              ,79,164,26,6.9,Cargo,No additional information
9537408,244890607,MULTRATUG 3         ,39,14,18,6.2,Reserved,NaN
9601194,538009930,KING PHILIPPOS      ,80,205,45,10.2,Tanker,All ships of this type
9937488,563182800,EA NODDY            ,70,159,13,9.0,Cargo,All ships of this type
9683300,211593750,HELGOLAND           ,30,15,20,0.0,Fishing,NaN
9936226,258003760,AMB RYGERMEDIC,58,17,5,1.0,Medical Transport,NaN
9935715,209583000,SEAWAY VENTUS,90,22,120,8.6,Other Type,All ships of this type
9939802,255892000,EBERHART ESSBERGER  ,80,92,28,5.9,Tanker,All ships of this type
8605478,309584000,SWEDICA HAV         ,70,66,16,4.2,Cargo,All ships of this type
8609412,259128000,MEREDIAN,30,8,21,5.0,Fishing,NaN
8609606,230015000,PRIMA DONNA         ,70,74,14,5.0,Cargo,All ships of this type
8609618,305190000,EMMA F              ,70,75,11,5.2,Cargo,All ships of this type
9937983,636023096,CHEM ORCHARD        ,82,150,35,8.5,Tanker,Hazardous category B
8876223,232003963,REBECCA M           ,34,20,16,2.0,Diving ops,NaN
9938743,246320000,VERTOM TOMMA        ,70,108,11,6.5,Cargo,All ships of this type
9938688,255915600,ECO TROPHY          ,70,6,126,4.8,Cargo,All ships of this type
9936393,477945100,ONE FUTURE          ,71,112,254,14.3,Cargo,Hazardous category A
9056583,246213000,NORBANK,71,27,140,5.0,Cargo,Hazardous category A
9433353,305393000,ALEXANDER           ,70,102,15,3.8,Cargo,All ships of this type
9080390,257086490,ENTERPRISE          ,30,20,25,6.1,Fishing,NaN
9890862,538009071,ROMY                ,70,154,26,10.3,Cargo,All ships of this type
9940734,538010262,CHEMICAL FRONTIER   ,80,110,22,7.9,Tanker,All ships of this type
8701686,233353000,GV HELENUS FR121,90,12,13,4.0,Other Type,All ships of this type
8650796,244670863,HYDROGRAAF,69,15,26,1.8,Passenger,No additional information
8704858,253641000,GEO OCEAN IV,33,16,25,5.5,Dredging or underwater ops,NaN
8709767,275486000,CEG UNIVERSE        ,79,59,6,2.9,Cargo,No additional information
8611013,305661000,MARLA               ,70,73,9,2.7,Cargo,All ships of this type
9646405,257659000,RONJA FJORD         ,90,26,43,5.5,Passenger,Reserved for future use
9940875,205147000,HYDROTUG 1          ,52,15,15,6.0,Tug,NaN
8642713,219007362,TYR R,99,17,17,0.0,Other Type,No additional information
9336880,311000157,ELENA               ,70,197,27,7.5,Cargo,All ships of this type
8662787,207290000,MULTRATUG 22,52,3,16,2.4,Tug,NaN
8642658,244780609,FAUNUS,33,27,40,0.0,Dredging or underwater ops,NaN
9558036,255806480,KIKKI C             ,79,92,14,6.7,Cargo,No additional information
9636797,229673000,COOL RUNNER         ,80,223,58,10.6,Tanker,All ships of this type
9554781,246625000,VLIEBORG,70,128,15,7.8,Cargo,All ships of this type
8670215,241360000,MY TOY,37,10,33,0.0,Pleasure Craft,NaN
8660222,219017684,WIND PIONEER        ,90,6,49,5.2,Other Type,All ships of this type
8678360,228323000,F/V LES HANOIS      ,30,15,10,3.8,Fishing,NaN
8700993,258326000,GULLAAS,70,55,12,3.5,Cargo,All ships of this type
9498717,636021980,XIN E               ,70,194,35,14.6,Cargo,All ships of this type
8701026,232005120,BRISCA              ,30,10,40,4.0,Fishing,NaN
9184421,255924000,ELENORA,79,72,13,5.6,Cargo,No additional information
8702109,353674000,SEA DISCOVERY       ,56,8,20,2.6,Spare - Local Vessel,NaN
9939814,255893000,HEINRICH ESSBERGER  ,82,102,17,6.5,Tanker,Hazardous category B
9940124,258023570,AMB ROSESOL         ,58,8,15,1.0,Medical Transport,NaN
9183984,249436000,CELANDINE           ,70,22,140,5.2,Cargo,All ships of this type
9940461,352002822,MAO GANG SHANG HAI  ,70,150,19,9.6,Cargo,All ships of this type
8704016,10476008,YE92  ZEEMEERMIN    ,2,28,10,0.2,Reserved for future use,NaN
9644225,241281000,HAPPY LADY          ,80,150,33,8.5,Tanker,All ships of this type
8652043,235077754,SEVERN SEA,90,10,23,2.6,Other Type,All ships of this type
8713005,235003850,GVSHALIMAR.PD303,10,15,5,4.0,Reserved for future use,NaN
8706789,311001067,ICE GLACIER         ,79,107,37,8.4,Cargo,No additional information
9941477,259016200,PRS.INGRID ALEXANDRA,33,8,27,0.0,Dredging or underwater ops,NaN
9941609,636093239,ROSTRUM AUSTRALIA   ,70,157,22,7.3,Cargo,All ships of this type
9941611,636093238,ROSTRUM ANTARCTICA  ,70,156,23,6.6,Cargo,All ships of this type
8701428,235021304,SOLI DEO GLORIA     ,30,31,14,4.7,Fishing,NaN
8710778,258265000,NORDERVEG           ,30,53,21,7.8,Fishing,NaN
8712142,246296000,YE-87 DANIEL PIETER ,30,30,6,0.0,Fishing,NaN
8712166,215211000,KEY FIGHTER         ,80,80,24,5.4,Tanker,All ships of this type
9941790,636022758,WOLFSBURG           ,70,39,160,9.0,Cargo,All ships of this type
8639376,245670000,MATADOR 2           ,31,9,36,0.0,Towing,NaN
8710766,211555420,JAN                 ,33,37,7,1.2,Dredging or underwater ops,NaN
9940112,205428390,OP STROOM,69,30,0,1.7,Passenger,No additional information
8706284,246027000,YE42 ANNE ELIZABETH,30,28,12,0.8,Fishing,NaN
8650801,244647000,JOHANNA JOSEPHINE   ,33,27,7,2.0,Dredging or underwater ops,NaN
8665557,269057146,VIVA RUBY           ,69,5,80,1.3,Passenger,No additional information
8703139,636016022,DOUWENT,70,69,11,3.7,Cargo,All ships of this type
9267613,356467000,LUCKY HARMONY,79,194,31,12.7,Cargo,No additional information
9504750,305857000,BBC EMERALD,70,14,140,6.7,Cargo,All ships of this type
8712568,233308000,  COURAGE SH170,30,18,8,4.6,Fishing,NaN
8701399,244299000,UK45 JACOB WILLEMINA,30,24,16,5.0,Fishing,NaN
8675681,246561000,MARSDIEP,35,0,20,1.5,Military ops,NaN
9952452,255915675,KAMILLA OLDENDORFF  ,70,197,32,7.3,Cargo,All ships of this type
9959541,256336000,ECO UMANDE          ,70,13,135,8.1,Cargo,All ships of this type
912172800,355862000,IRISH SEA PIONEER   ,24,28,29,3.2,Wing in ground (WIG),Hazardous category D
9944314,265049000,GINNETON            ,30,32,32,7.4,Fishing,NaN
9304459,636018079,MSC LISBON          ,71,259,78,15.1,Cargo,Hazardous category A
9951422,258133000,REM POWER           ,90,57,32,5.3,Other Type,All ships of this type
9696577,538005407,STI CLAPHAM         ,80,150,34,7.4,Tanker,All ships of this type
9946336,228457700,SAINT-MALO,60,26,168,6.0,Passenger,All ships of this type
9961312,256883000,CMA CGM TIVOLI,71,18,187,7.7,Cargo,Hazardous category A
8718196,235001280,SUMMER DAWN      ,30,13,10,4.0,Fishing,NaN
8716928,211214200,GERDA MARIA,30,22,60,0.0,Fishing,NaN
9949417,255915699,FAIRPLAY-92         ,52,10,18,5.9,Tug,NaN
8728878,272447000,BLUE 2              ,35,23,30,2.7,Military ops,NaN
9947172,636024513,MSC VIOLA           ,70,113,253,11.6,Cargo,All ships of this type
9963499,232043461,EARTH CLIPPER       ,40,19,19,1.2,High speed craft (HSC),All ships of this type
9945291,636021572,ELANDRA SWALLOW     ,80,206,43,8.5,Tanker,All ships of this type
9954228,257833000,NORTHERN PIONEER,80,103,27,7.0,Tanker,All ships of this type
9958559,246144000,RV WIM WOLFF        ,99,14,23,1.1,Other Type,No additional information
9946104,257097800,SILLE MARIE         ,30,46,20,0.0,Fishing,NaN
9946075,256700000,CMA CGM MONACO      ,70,40,159,9.6,Cargo,All ships of this type
9958652,477945600,HUASHAN,84,238,57,9.5,Tanker,All ships of this type
8713653,258622000,CARTEN ELINA        ,70,80,21,4.9,Cargo,All ships of this type
8716431,636017797,MAGIC WAND          ,84,150,33,12.1,Tanker,Hazardous category D
9944546,219543000,LAURA MAERSK        ,71,154,18,8.1,Cargo,Hazardous category A
8717441,219000775,MARTHA LERCHE       ,51,11,8,2.5,Search and Rescue vessel,NaN
9951850,209624000,AQUAMAR             ,70,5,85,5.9,Cargo,All ships of this type
9951862,210674000,MAXIMAR             ,70,10,80,4.2,Cargo,All ships of this type
8741856,257083230,RINGANES            ,70,13,10,2.3,Cargo,All ships of this type
8719102,630001042,NOR STAR            ,80,69,6,6.1,Tanker,All ships of this type
8721129,273259100,ZAMOSKVORECHYE,30,41,64,6.6,Fishing,NaN
9958315,563239700,NORTH OCEAN         ,80,230,65,11.5,Tanker,All ships of this type
9958638,210495000,IWS WINDWALKER,90,36,55,6.0,Other Type,All ships of this type
8745436,205263000,Z41 ALBERT BOS      ,31,17,7,2.5,Towing,NaN
7403158,219031237,FORTUNA CRANE       ,90,16,37,3.0,Other Type,All ships of this type
8728907,272884500,BLUE1               ,35,25,28,0.0,Military ops,NaN
8745462,205690000,Z189 CORNELIS GERRIT,30,22,2,3.5,Fishing,NaN
